# recorded shape: split
#family    method path                                                           header                                                     status backend          received-path
name-path  POST   /lora-budget/svc-a/v1/completions                              -                                                          200    echo-pool        /v1/completions
name-path  POST   /lora-budget/svc-a/v1/chat/completions                         -                                                          200    echo-pool        /v1/chat/completions
name-path  POST   /lora-budget/svc-a/v1/responses                                -                                                          200    echo-pool        /v1/responses
name-path  POST   /lora-budget/svc-a/v1/messages                                 -                                                          200    echo-pool        /v1/messages
name-path  POST   /lora-budget/svc-a/v1/completions/                             -                                                          200    echo-pool        /v1/completions/
name-path  POST   /lora-budget/svc-a/v1/messages/count_tokens                    -                                                          200    echo-pool        /v1/messages/count_tokens
name-path  GET    /lora-budget/svc-a/v1/responses/resp_abc123                    -                                                          200    echo-pool        /v1/responses/resp_abc123
name-path  POST   /lora-budget/svc-a/v1/responses/resp_abc123/cancel             -                                                          200    echo-pool        /v1/responses/resp_abc123/cancel
name-path  GET    /lora-budget/svc-a/v1/responses/resp_abc123/input_items        -                                                          200    echo-pool        /v1/responses/resp_abc123/input_items
name-path  GET    /lora-budget/svc-a/v1/messages/batches/batch_123               -                                                          200    echo-pool        /v1/messages/batches/batch_123
name-path  POST   /lora-budget/svc-a/v1/completions-extra                        -                                                          200    echo-service     /v1/completions-extra
name-path  POST   /lora-budget/svc-a/v1/embeddings                               -                                                          200    echo-service     /v1/embeddings
name-path  GET    /lora-budget/svc-a/v1/models                                   -                                                          200    echo-service     /v1/models
name-path  GET    /lora-budget/svc-a/health                                      -                                                          200    echo-service     /health
name-path  GET    /lora-budget/svc-a/metrics                                     -                                                          200    echo-service     /metrics
name-path  POST   /lora-budget/svc-a/score                                       -                                                          200    echo-service     /score
name-path  POST   /lora-budget/svc-a/v2/rerank                                   -                                                          200    echo-service     /v2/rerank
name-path  GET    /lora-budget/svc-a/                                            -                                                          200    echo-service     /
name-path  GET    /lora-budget/svc-a                                             -                                                          200    echo-service     /
name-path  POST   /lora-budget/svc-abc/v1/completions                            -                                                          200    echo-neighbour   /lora-budget/svc-abc/v1/completions
pub-path   POST   /publishers/lora-budget/models/model-a/v1/completions          -                                                          200    echo-pool        /v1/completions
pub-path   POST   /publishers/lora-budget/models/model-a/v1/chat/completions     -                                                          200    echo-pool        /v1/chat/completions
pub-path   POST   /publishers/lora-budget/models/model-a/v1/embeddings           -                                                          200    echo-service     /v1/embeddings
pub-path   GET    /publishers/lora-budget/models/model-a/v1/models               -                                                          200    echo-service     /v1/models
pub-path   GET    /publishers/lora-budget/models/model-a/health                  -                                                          200    echo-service     /health
pub-path   GET    /publishers/lora-budget/models/model-a                         -                                                          200    echo-service     /
pub-path   POST   /publishers/lora-budget/models/adapter-a1/v1/chat/completions  -                                                          200    echo-neighbour   /publishers/lora-budget/models/adapter-a1/v1/chat/completions
header     POST   /v1/completions                                                publishers/lora-budget/models/model-a                      200    echo-pool        /v1/completions
header     POST   /v1/completions/                                               publishers/lora-budget/models/model-a                      200    echo-pool        /v1/completions/
header     POST   /v1/chat/completions                                           publishers/lora-budget/models/model-a                      200    echo-pool        /v1/chat/completions
header     POST   /v1/responses                                                  publishers/lora-budget/models/model-a                      200    echo-pool        /v1/responses
header     POST   /v1/messages                                                   publishers/lora-budget/models/model-a                      200    echo-pool        /v1/messages
header     POST   /v1/messages/count_tokens                                      publishers/lora-budget/models/model-a                      200    echo-service     /v1/messages/count_tokens
header     GET    /v1/responses/resp_abc123                                      publishers/lora-budget/models/model-a                      200    echo-service     /v1/responses/resp_abc123
header     POST   /v1/responses/resp_abc123/cancel                               publishers/lora-budget/models/model-a                      200    echo-service     /v1/responses/resp_abc123/cancel
header     GET    /v1/responses/resp_abc123/input_items                          publishers/lora-budget/models/model-a                      200    echo-service     /v1/responses/resp_abc123/input_items
header     POST   /v1/messages/batches                                           publishers/lora-budget/models/model-a                      200    echo-service     /v1/messages/batches
